States,ItemLabels,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20
KATSINA,Iced Sardine,,,,,,,,,,,,,716.2167,718.333,719.585,723.83936,737.20264,747.22,753.055,746.295,720,819.44446,800,916.6667,922.5427,868.49207,801.85187,922.2222,1022.8261,901.85187,917.31604,841.26984,908.5714,901.8518519,901.5873,1030.9524,953.0303,959.2593,957.7778,996.8254,956.82666,905.55554,896.8254,857.14,842.8571,902.3283333,962.962963,965,971,1024.444444,997.7222222,1006.541502
KATSINA,Irish potato,,,,,,,,,,,,,159.33376,158.77333,159.35,159.4237,157.46158,157.47,158.59,157.19,131.24611,150.13542,149.84714,205.54497,219.21535,215.43419,236.13744,222.05309,279.5198,269.9029,251.41133,268.53625,283.30627,269.9028898,260.2427,219.41055,217.8436,213.75978,195.5108,204.32303,205.38333,234.32303,200.32303,237.84,207.00311,197.6645455,204.9876737,232.4038462,207.0714134,264.1053853,246.5580848,260
KATSINA,Mackerel : frozen,,,,,,,,,,,,,1035.3506,1054.8673,1074.3842,1043.0555,993.9374,973.335,992.5,993.335,993.3983,933.3333,947.91626,754.88214,858.19446,768.75,811.4583,890.6417,878.4722,837.5,887.5,816.6667,848.05194,865.7051282,846.4286,837.9727,825,820,825.75757,826.0417,816.04126,826.0417,816.0417,811.11,857.5,871.4285714,850,879,906.1904762,878.8888889,862.5,950
KATSINA,Maize grain white sold loose,,,,,,,,,,,,,115.4,124.99,123.88,133.14,158.56,139.96,156.67,138.89,120.57,140.16,123.28445,187.77686,184.7462,196.64116,106.58855,107.34866,110.68584,101.42533,101.7636,100.71364,102.82428,101.4253326,101.13141,80.01904,80.01904,74.33605,88.0054,83.04889,83.04846,83.04889,83.66725,85.72,96.49551,99.99230769,93.92386703,85.73973092,80.43219543,92.16234096,74.78657866,108.7926794
KATSINA,Maize grain yellow sold loose,,,,,,,,,,,,,129.49,130.49,123.43,133.38,131.96,136.93,133.91,137.76,121.63,137.13,125.33278,193.88857,194.92203,198.24174,114.48782,128.5533,135.7918,124.76381,125.3239,122.487305,131.74164,114.7638122,113.84107,88.23447,81.979324,84.82802,87.71525,89.13391,89.54467,89.13391,88.38668,92.89,92.89934,89.40153846,117.6308554,108.5798789,81.76105175,82.67859106,76.72697368,104.8952396
KATSINA,Mudfish (aro) fresh / 1Kg,950,900,937.0125,878.15,712.5,935.715,995.5125,996.667,953.9755903,995.2787,896.875,817.26166,950.54126,986.9033,1082.2222,1074.6031,1183.6364,1146.9048,1165.2705,1152.584,1010.8156,1180.8903,1187.486,1179.6401,1265.9204,1256.1904,1007.619,978.20514,1020.8333,1167.8788,1189.899,1162.4073,1146.5151,1098.989899,1067.8788,1008.4271,977.7778,950,930,966.6667,955.36334,891.4815,875.3623,889.52,869.0476,902.175,959.8412698,1000,950,956.6666667,900,950
KATSINA,Mudfish : dried / 1Kg,1506.2167,1508.3325,1500.3562,1575.384,1583.3334,1551.635,1532.8538,1683.3325,1644.592597,1629.6865,1659.4387,1700.75,1688.975,1632.5,1568.3761,2106.939,2309.7222,2461.5056,2385.614,2293.3333,2300,2243.3333,2173.645,2771.6304,2112.7566,2192.0635,1748.2906,1747.1154,1791.342,2019.0476,1496.2963,1477.4929,1481.9728,1210.884354,1141.6666,1206.6799,1218.5186,1230.8116,1254.9207,1275.6614,1249.4817,1281.4814,1281.4814,1269.05,1281.9467,1314.6375,1295.454545,1316.666667,1340.77381,1355.163884,1347.968847,1416.507937
KATSINA,Onion bulb / 1Kg,164.07886,139.99312,193.043,137.7525,129.67645,167.675,175.03264,124.69611,168.5351219,194.7741,204.396,196.80458,213.677,214.39813,212.99806,171.76312,153.85924,167.4359,160.64757,172.17847,172.7882,170.17949,183.61067,183.94383,209.8599,222.43353,227.04079,233.45277,251.06934,263.3551,295.79822,282.12122,257.0055,263.3550894,257.31207,220,226.66667,199.82323,170.97664,160.83333,159.7225,160.83333,163,204.27,226.89537,258.2246154,303.5693473,293.0803571,280.1904762,212.5997796,193.6,111.1111111
KATSINA,"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,425.66,471.59,506.88,500.92,494.51,500.67,518.77,529.33,446.25,501.42,484.44278,530,523.3333,529.41174,520.9524,525.7143,527.3333,592.44446,488,509.01962,494.44446,492.4444444,493.33334,425.2381,455.2381,474.8718,478.43137,459.0476,450.95215,459.0476,453.33334,417.03,417.03705,440,460.5128205,424.1666667,438.8888889,477.3333333,438.6666667,500
KATSINA,Plantain(ripe),,,,,,,,,,,,,245.63,269.44,234.58,233.49,242.05,263.33,260,296.02,247.44,263.72,281.25,283.33334,357.77777,348.71796,298.14816,280.4196,288.8095,286.66666,305.75757,337.72415,333.33334,232.3809524,297.22223,268.9394,253.55478,226.98413,204.7619,195.90337,181.8675,131.61765,148.28432,142.48,124.72527,137.5,201.5384615,175,168.75,168.1818182,160,200
KATSINA,Plantain(unripe),,,,,,,,,,,,,240.29,235.71,230.84,257.4,254.58,238.34,230,270,238.99,238.69,266.665,266.66666,328.57144,343.33334,299.24243,270.07574,294.44446,318.37607,316.66666,324.48718,330.76923,276.984127,262.9304,252.46913,246.03175,205.55556,202.3077,207.14285,207.145,207.14285,177.14285,183.33,173.33333,142.855,166.6666667,175.8333333,163.8888889,202.2222222,250,252
KATSINA,Rice Medium Grained / 1Kg,165.045,181.82,181.82,190.9,206.565,240.545,259.54333,238.6825,297.2097854,269.92282,303.57,284.85,283.39,290.45,307.3038,380,387.37375,397.68375,392.52875,287.88,284.0909,281.87878,237.4075,312.8543,302,328.39395,290.60605,270.70706,280,306.17032,317.21213,322.22223,332.21213,353.2915361,396.17032,246.46465,246.46465,234.69066,261.26785,292.57574,301.9675,232.57576,252.57576,236.36,236.36363,260.4855556,302.0635837,280.5769231,290.4545455,271.3720238,283.3333333,292.2083333
KATSINA,Rice agric sold loose / 1Kg,199.06535,187.91417,199.97316,178.91843,203.55434,206.56837,210.29625,215.44867,280.7337566,284.95862,308.68793,304.66376,343.847,387.91824,357.16254,299.53314,297.57574,290.17804,286.78235,277.306,279.06583,270.30682,269.38635,241.04019,254.7138,240.31548,253.02652,242.82408,247.43898,247.4053,248.5677,237.18118,228.09659,229.592803,249.15634,218.15341,218.15341,225.4427,238.12366,242.62569,268.90445,242.62569,255.4314,244.29,244.29236,284.4354545,296.5073145,273.4289617,292.7714646,237.7101571,239.6666667,242.3453837
KATSINA,Rice local sold loose / 1Kg,135.80057,151.03876,228.88695,304.39334,288.4605,215.07208,262.97125,291.8675,241.0648019,236.42036,239.4825,231.85196,243.373,285.14874,249.16162,259.53546,260.37875,269.39697,264.88785,257.96616,257.1688,251.50272,240.91412,260.51422,229.60365,238.1593,226.0571,219.36285,243.22758,232.42706,220.27681,221.15161,234.94408,232.427065,230.3574,240.74126,240.74126,259.40973,239.56035,256.01285,259.61716,206.49362,255.18916,275.35,275.35226,267.19,242.4242424,258.3333333,284.040404,272.7272727,278.3838384,296.969697
KATSINA,"Rice,imported high quality sold loose / 1Kg",218.89864,225.91681,234.6225,306.51834,254.36227,272.60855,318.16956,300.8535,323.2752737,346.88144,354.18774,303.2206,342.045,323.84946,316.9837,319.13684,320.0303,316.74817,318.38922,391.284,353.3817,319.8557,319.8557,328.61612,307.21786,294.8958,287.08765,291.39682,307.31256,367.57822,377.01358,367.99243,356.943,369.2802188,368.86914,264.9091,264.9091,300.41403,296.15512,291.42166,304.31308,291.42166,323.2882,366.01,366.01477,368.2714286,389.6561883,364.2361111,368.2848334,325.9286413,338.8172043,400.6175889
KATSINA,Sweet potato,,,,,,,,,,,,,97.0175,95.24611,94.31,98.55359,99.269264,95.225,98.23,97.52,93.510056,80,91.63647,107.246376,129.4877,138.20091,103.49876,116.99377,133.5216,142.50066,142.33907,110.72747,155.34052,142.5006525,173.25061,118.90447,138.90446,122.29419,102.16231,136.20824,131.20833,136.20824,100.20824,106.1,116.1048,144.9541667,116.2037037,118.3195219,126.5546491,133.5401717,130.0474104,136.6599795
KATSINA,Tilapia fish (epiya) fresh,,,,,,,,,,,,,773.56,800.555,775,803.03,809.32764,816.67,819.99,800.55,773.63336,810.32,1000,980,962.5,933.3333,1000,954.5455,987.5,816.6667,882.3593,910,1100,1016.666667,816.6667,806.4103,856.4103,800,800,816.6667,800,730,674.13,700,673.3333,645.8325,700,748,733.25,800,852.2393822,891.6666667
KATSINA,Titus:frozen,,,,,,,,,,,,,759.135,751.613,750.06,756.08923,742.6305,750,755.55,752.5,728.2792,995,950,925,966.6667,1003.3333,851.6667,843.3333,830,940,970.36365,983.0357,833.3333,887.7313677,833.3333,841.6667,841.6667,880,889.899,895.20514,853.205,853.20514,833.20514,789.44,836.44446,857.91625,905.5555556,871.6666667,925,875,925,993.3333333
KATSINA,Tomato / 1Kg,104.9525,145.15033,108.385,147.57988,150,145.79417,208.92857,205.3732,280.8135038,252.9941,216.08861,185.2815,220.566,193.73778,219.99084,270.44907,303.47476,318.56097,370,446.02133,351.983,346.02176,284.286,320.7459,274.07407,260.6111,207.95139,221.83673,261.28204,303.3163,305.20834,304.42856,294.14285,193.75,203.33333,116.111115,140.55556,146.51515,117.670456,116.49321,115.49308,116.49321,106.49321,145.05,145.0543,157.0084615,144.798574,157.0798306,196.9203873,226.6666667,277.5,282.5
KATSINA,"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,563.45,565.55,592.3,585.29,532.75,568.66,580.88,558.96,543.27,569.51,525.0965,520.8889,528.5185,517.64703,525.3333,530.6667,536,525.3333,537.6923,522.5,500,485.3333333,502.16666,497.41666,497.41666,491.42856,491.7647,468.8889,457.22333,468.8889,463.0303,462.74,420.86273,463.81,471.4285714,440,485.3333333,514.4444444,533.3333333,574.6666667
KATSINA,Wheat flour: prepacked (golden penny 2kg),,,,,,,,,,,,,607.54,615,627.5,654.16,687.29,633.33,640,675,659.53,634.27,680,540,612.5,633.3333,550,575.5,606.6667,633.3333,587.5,616.6667,625,633.3333333,670,650,666.6667,675,650,675,685,675,665,620,636.25,640,600,630,666.6666667,615,675,685
KATSINA,Yam tuber / 1Kg,157.4575,122.72034,142.40666,216.23476,296.96274,304.67126,286.07855,278.96167,205.1145999,240.17697,243.02725,301.6675,231.044,254.52611,271.48312,273.74768,328.767,323.33945,350.4506,359.474,274.5155,239.47408,223.48471,213.14851,296.02097,250.68173,253.73833,277.0533,302.2554,387.466,377.87036,388.50574,352.92133,287.4660155,254.96564,181.97827,237.69257,164.35841,147.85426,156.38754,166.3877,106.38754,96.38754,136.31,181.08734,133.9638462,178.2371929,201.8203915,186.689508,235.3083876,210.8257017,256.8756556
KEBBI,Agric eggs medium size / 1 Dozen,385.20456,374.66666,391.42856,383.1111,413.2143,452.77777,443.33334,442.91666,707.290958,571.1883,483.8095,492.5,632.99927,540.38464,533.58826,504.11765,500.21054,507.66666,506.875,537.3333,494.2857,510.84,458.21,460.76923,450.5263,495.78946,540.44446,575,580.0769,556.25,428.1111,476.66666,472.30768,442.5,503.33334,473.66666,475,465,446.875,441.25,420.625,497.5,460,442.05,451.17648,430.3846154,451.25,434.2857143,437.3333333,465.3125,468.6111111,470
KEBBI,Agric eggs(medium size price of one) / 1 Piece,34.285713,32.63889,34.583332,33.72222,36.31868,30,38.246754,38.958332,50,50.05724,41.5625,40,40,43.333332,44.444443,43.157894,42.63158,44.117645,43.52941,44.736843,43.52941,44.736843,40.15,42.857143,39.52381,40.5,42.63158,43.125,44,44.0625,38.846153,41.25,42.727272,44.0625,44.75,42.333332,40.666668,44.0625,41.5625,41.153847,40.76923,40,39.5,41.57,41.57895,40,41.875,40,40.81,40,40,40
KEBBI,"Beans brown,sold loose / 1Kg",178.2725,196.045,159.948,169.43556,176.67,221.83667,234.34666,236.534,303.6310431,318.2577,383.205,266.494,277.1775,287.5775,291.0249,303.5345,320.61917,328.04517,323.49567,381.04834,359.71902,281.04968,263.2825,320.0298,354.0911,328.88782,430.50766,392.08173,397.37036,427.84164,448.27585,448.27585,420.68967,427.8416347,427.84164,352.21674,352.21674,306.89655,308.3908,327.5862,327.585,327.5862,327.5862,288.97,298.9799,310.345,327.5862069,310.3448276,309.3103448,283.908046,283.908046,293.1855501
KEBBI,Beans:white black eye. sold loose / 1Kg,141.57912,165.18431,167.75085,180.67603,193.3511,218.5928,266.89438,250.2493,260.0453869,259.01218,236.64804,238.69,242.50357,242.62143,270.82922,280.09125,290.54544,293.85043,312.2109,323.9037,328.95337,305.85938,309.03818,286.30743,300.6633,291.29144,303.80295,318.0624,319.74426,338.70966,342.7228,352.55817,334.85327,338.7096601,327.0907,269.82516,269.82516,264.86172,253.77,234.08336,240.11722,234.08336,234.2783,198.49,208.49847,259.43,225.5904488,235.2193066,241.3910151,194.4019199,192.2031072,210.4819904
KEBBI,Beef Bone in / 1Kg,940.07587,820.09,809.50446,926.7122,1007.21124,924.51215,1109.2245,1070.37,1010.270856,1005.3011,991.31665,1048.3334,1008.468,1114.231,1192.8854,1141.3793,1167.5139,1142.9075,1113.1167,1006.19586,1010.38196,993.1196,1083.3334,1207.5885,1156.1328,1077.3594,1116.3687,1048.1482,1174.5963,1114.881,1122.8395,1133.2432,1156.8586,1079.695767,1055.4945,1021.1374,959.92456,948.1685,939.1136,985.86414,974.451,972.2278,1001.31866,1029.7,1002.67084,1062.5,1084.814815,1100,1156.161616,1105.952381,1070.988005,1114.285714
KEBBI,"Beef,boneless / 1Kg",934.7222,902.11,1059.8011,986.6078,1086.4135,1037.967,1046.667,1175.4144,1650.24959,1538.3834,1081.1307,1182.5397,1222.437,1384.6633,1334.375,1300.7003,1395.8217,1386.1111,1302.1757,1280.1086,1283.5975,1206.7222,1250,1396.7966,1348.0769,1290.4762,1227.4073,1219.4332,1238.0952,1264.8148,1267.8788,1270.5991,1225.7831,1272.222222,1251.7544,1121.7949,1144.8718,1067.033,1054.3877,1075.689,1035.8064,1077.1646,1090.4762,1100.15,1132.4908,1174.265,1186.713287,1178.571429,1210,1186.23323,1194.994233,1279.166667
KEBBI,Bread sliced 500g / 1 loaf,198.33333,256.66666,250,243.5,207.5,255,300,260,293.961959,333.85623,300,244,254.25,299.16666,280,310,308.33334,316.66666,338.33334,325,325,325,300,270,341.66666,332.5,335.7143,360,300,300,316.66666,326.66666,332.5,270,258.33334,275,275,250,230,241.66667,241.66667,241.66667,241.66667,271.42,292.85715,250,210,225,250,242.8571429,242.8571429,266.6666667
KEBBI,Bread unsliced 500g / 1 loaf,188.95833,260,224.28572,213.33333,217.7922,281.25,295.5357,227.5,277.5246977,266.825,280,260.27777,253.25786,257.22223,260.76923,263.125,260,256.36365,262.14285,277.85715,275.3846,270.85715,254.28572,280,307.5,291.42856,276.15384,246.25,239.09091,243,273.33334,272.72726,255.2,243,239.09091,244.16667,244.16667,242,232.14285,237.6923,237.6923,237.6923,237.6923,238,238,238,230.0769231,210,230,254.1666667,234.2857143,246.3636364
KEBBI,Broken Rice (Ofada) / 1Kg,175.9525,165.585,141.32076,123.19334,146.7825,242.864,210.05893,191.60374,266.5818799,251.64789,271.673,258.3365,298.375,298.9925,356.57166,370.06674,386.2012,390.53168,399.45428,370.7875,380.63782,275.4745,275.4745,229.33495,293.665,260.1396,249.16977,246.03172,259.25775,243.35098,256.51358,249.86685,241.8117,243.3509819,254.01588,217.99257,217.99257,221.99208,237.6545,289.18726,309.18625,319.18726,339.18726,363.05,363.05527,377.16,350.8559152,375.4672961,376.0258675,311.6536893,311.6536893,344.8275862
KEBBI,Catfish (obokun) fresh,,,,,,,,,,,,,963.79,800,958.335,1009.5233,1031.3347,952.5,950,963.33,975.26337,933.3333,900,955.55554,1020,1153.3334,1034.026,1033.3334,1000,1109.091,1085,991.6667,1040,1066.666667,1070,1001.5585,1150,1100,1102.6666,1139,1004.2,960,910.3,950,912.5,900,899.6703297,907.1428571,878.5714286,925,975,980
KEBBI,Catfish :dried,,,,,,,,,,,,,1495.9133,1496.7819,1533.735,1820.8783,1561.8497,1592.695,1497.4,1482.135,1465.8315,1492.5686,1492.4233,1532.5392,1507.7651,1609.3313,1412.7169,1410.6902,1495.2852,1506.6759,1514.2858,1523.658,1557.9546,1593.434343,1539.6104,1558.8889,1539.2858,1464.7056,1473.9542,1590.341,1510.795,1470.7954,1450.7954,1428.53,1443.6259,1387.5,1397.596154,1397.272727,1370.562771,1350,1320.666667,1364.285714
KEBBI,Catfish Smoked,,,,,,,,,,,,,1563.77,1552.54,1658.34,1550,1529.8054,1525,1520.1946,1515.389,1499.8198,1520,1566.6666,1666.6666,1380,1375,1200,1220,1366.6666,1383.3334,1375,1394.4603,1379.8651,1378.449332,1482.633,1502,1514.2858,1425,1410.21,1419.34,1475,1400,1368.29,1414.43,1400.95,1350,1290.322581,1305.0258,1313.55,1359.95661,1300.5,1360
KEBBI,Chicken Feet / 1Kg,475,550.43,650.88,650,470,400,408.335,433.33334,687.8428619,507.06833,687.5,600.99,612.55,625,600,677.7778,688.8889,690,685.5,657.9,650,500,500,500,438.7255,467.3913,500,500,500,536.36365,489.44867,490.27557,483.33334,500,500,500,500,500,481.03,490,480.69,450.328,436.25,450,451.03,400.11,435,460.3070928,450,420,480,510
KEBBI,Chicken Wings / 1Kg,525,500.21,500,525,400,500,500,430.555,500,616.6667,742.4984,733.43,746.86426,740.385,625,700,722.5,825,820.55,800,800,650,650,500,588.8889,583.3333,570.4545,533.3333,500,500,504.73465,533.3333,553.1169,600,600,500,600,550,530,560,520.99,533.18,503.33334,550,500,523.64,550,537.6239819,541.38,550,550,570
KEBBI,Dried Fish Sardine,,,,,,,,,,,,,1228.205,1275,1280,1280.88,1251.0294,1284.615,1286.6881,1275,1200,1200,1200,1220,1250,1300,1000,1000,1200,1200,1152.2216,1055.5555,1000,1100,1200,1268.25,1200,1220,1235.015,1300,1300.91,1300.32,1339.46,1325,1338.4615,1350,1320,1292.602086,1300.15,1270,1230,1290.15
KEBBI,Evaporated tinned milk carnation 170g / 1 unit,120,123.75,127.5,118.333336,128.33333,135,130,107.5,124.3320328,132.59491,146.25,137.5,141.75,155,165,162.5,162.5,160,180,180.67,180,180,160,184,173.33333,175,166.66667,162.5,175,172.5,172.5,183.33333,187.5,162.5,162.5,176.66667,176.66667,176.25,180,176,166,156,156,172.5,172.5,160,175,180,178.02,160,160,180
KEBBI,"Evaporated tinned milk(peak), 170g / 1 unit",132.25,134.16667,134.9755,134.29167,137.28992,142.01923,142.5,140.64394,170.7419089,154.08876,150,149.93007,150,177.9762,187.64706,196.3158,192.85715,185.27777,193.6842,198.09525,209.44444,198.09525,180,181.16522,182.72728,181.11111,186.3158,180,186.47058,187.89473,187.27272,186.66667,191.14285,177.8947368,177.91667,182.63158,162.10527,190,163.52942,180,186,186.369,187.14285,166.84,166.8421,175.8333333,170,176.6666667,181.25,159.375,160.5555556,200.2307692
KEBBI,Frozen chicken / 1 unit,1050,1150,1200,1133.3334,1300,1050,1050,1166.6666,995.24141,827.2021,1100,1100,1158,1275,1333.3334,1500,1500,1550,1550.75,1450,1450,1350,1500,1466.6666,1356.6666,1320,1500,1450,1500,1520,1500,1400,1420,1250,1166.6666,1200,1200,1250,1266.6666,1350,1380,1450,1460,1450,1650,2200,2250,2210,2200,2133.333333,2093.333333,2150
KEBBI,"Gari white,sold loose / 1Kg",118.62922,122.834114,123.281784,128.28076,147.51892,161.45183,160.24889,169.41136,171.0852812,167.79378,211.48952,178.58,229.37688,226.01208,221.45633,250.1727,242.94481,261.73032,268.38846,259.334,280.71808,250.32214,241.5075,244.98201,234.65941,222.42328,240.01595,245.49094,257.03928,253.81287,240,221.20825,212.38725,233.8128731,239.99532,202.33578,232.33578,213.61102,190.88556,201.67613,200.53188,200.52083,165.0505,176.98,176.98657,203.9254545,207.2675513,201.8708827,211.6412573,218.2892219,218.2892219,224.514912
KEBBI,"Gari yellow,sold loose / 1Kg",155.84,164.69708,149.04286,164.91583,167.438,173.297,182.845,188.2, ,211.82732,208.94376,221.843,279.0275,260.82584,270.54114,316.89032,317.99927,329.66812,327.1537,338.10455,327.06378,301.2869,300.10666,293.26572,304.9107,295.50732,312.80664,307.15234,319.50757,314.29773,316.44482,324.62964,359.11786,314.2977393,287.3818,207.78555,226.21213,228.98071,210.41667,213.10606,203.106,200.10606,186.78452,202.18,232.1824,209.1985714,268.5770751,280.5072464,279.338843,258.0263845,258.0263845,266.6666667
KEBBI,"Groundnut oil: 1 bottle, specify bottle",,,,,,,,,,,,,586.85,589.99,565,583.33,522.39,549.71,534.5,526.47,507.57,550.53,550.53,468.71796,478.5965,468,488.66666,492.38095,489.16666,456.50195,476.66666,485.7143,465.64102,483.9215686,487.7193,440,440,429.01962,442.5,428.44446,400.00067,428.44446,457.77777,427.45,427.5,429.7430769,434.8148148,431.1111111,452.3076923,468.3333333,475.5555556,480
KEBBI,Iced Sardine,,,,,,,,,,,,,783.0333,745.8333,780,770.45,763.96387,763.635,767.14,756.89,730,712,751.54,751.51514,750,750,700,816.6667,850,800,796.1799,815,850,881.8181818,820,805.32,900,1056.19,1052.31,1060,1000,960.31,950,980,952.66,960.11,1000,987.1168419,980.11,994.1561138,1000,1000.11
KEBBI,Irish potato,,,,,,,,,,,,,168.15875,165.6675,165.835,167.48334,167.53308,171.17,172.11,170.11,169.7093,160.18518,151.035,145.41667,167.88461,165,176.25,205.33333,289.10257,297.93076,247.22223,253.30302,260.04785,277.9307568,257.93076,223.07692,222.3077,207.14285,208.7745,206.73077,189.23,200.48077,189.23077,208.46,225.85715,195.5533333,203.3333333,200,186.3636364,200.7692308,240.7692308,295.8333333
KEBBI,Mackerel : frozen,,,,,,,,,,,,,953.02,952,950.98,949.96,922.0888,1000,999,981.25,970.45624,970.45624,959.835,945.8273,1000,966.53143,950.23,972.25385,968.0391,971.4109,971.3,971.395,970.53625,966.354,980,945,969.3329,902.16,900.25,900,879.32,850.23,861.29,850,845.26,895.13,850,881.4010542,850,871.8044137,850,870
KEBBI,Maize grain white sold loose,,,,,,,,,,,,,135.61,134.6,146.97,147.16,168.43,160.6,156.7,163.73,136.97,160.84,155.288,160.21785,128.32416,110.04569,107.46956,121.602234,122.78781,131.25165,139.94626,125.94827,116.05347,111.2516553,135.01254,105.02449,105.02449,100.33867,102.82342,108.86321,111.774376,108.86321,98.977905,100.65,100.65385,110.3423077,103.9202146,94.94800219,111.385696,104.2259998,103.4951164,124.9753695
KEBBI,Maize grain yellow sold loose,,,,,,,,,,,,,114.61,127.82,145.29,146.39,144.3,151.92,141.16,161.54,132.14,152.14,149.854,153.50848,133.10564,126.91297,104.40066,123.16913,128.99289,128.60793,134.66748,121.12543,119.87116,128.6079183,132.78122,100.49261,100.49261,92.07004,97.623436,93.67816,106.67917,93.67816,93.67816,98.92,98.92286,110.3075,105.3028901,85.1513019,108.5801861,100.7697044,100.7697044,115.7635468
KEBBI,Mudfish (aro) fresh / 1Kg,764.21967,1000,862.856,742.855,832.3875,1036.666,792.04584,1060.7142,803.6547254,835.30914,987.5,1053.207,1038.7688,941.6667,1014.7059,1086.9048,1014.6135,1095.1948,1098.79,975.75836,978.27466,1089.8148,1292.4233,1141.8182,1258.3334,1316.6666,1247.0238,1016.6667,1142.2222,1140.5555,1143,1221.2122,1193.6854,1154.513889,1203.7037,989.8159,934.5288,865.1515,874.2857,883.2143,872.11334,879.47217,872.1133,901.37,887.31,894.286,955.5555556,955,908.3333333,953.4090909,946.4285714,970
KEBBI,Mudfish : dried / 1Kg,785.4875,737.5712,766.665,678.04083,850,779.1667,937.1213,959.649,1026.451272,819.9234,1057.4075,1046.9409,1244.5962,1567.647,1577.1948,2185.9126,2157.1182,2159.4255,2165.55,1915.0238,2093.75,2037.5,2037.75,2032.7922,2026.883,2014.127,1756.0708,1658.863,1673.4878,1673.5895,1681.9048,1683.6984,1597.3524,1471.127946,1582.5,1602.39,1652.562,1630.7792,1622.3485,1608.5793,1580.2819,1513.5721,1506.1,1476.88,1442.3424,1431.434444,1477.728483,1454.904542,1400,1455.666667,1444.444444,1464.285714
KEBBI,Onion bulb / 1Kg,178.96492,163.4225,192.65118,108.59969,141.76562,161.82742,135.7059,173.233,269.6572239,246.2325,230.9895,147.13992,201.422,190.52701,174.97914,160.04413,187.80797,205.30449,225.54482,243.77625,219.00621,160.14632,184.76,218.0157,209.4759,227.43877,227.47363,243.90192,254.14697,302.06378,316.53845,331.4652,303.87885,283.4514067,309.54416,203.57143,230.55556,204.90527,193.73502,185.68076,177.34769,132.98845,125.37155,145.41,181.57764,204.5411111,233.3231583,253.3333333,183.7797619,242.2577423,279.4276557,254.2307692
KEBBI,"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,518.65,497.79,482.59,505.29,485.38,507.7,515.16,520.58,479.89,508.46,472.72818,491.1111,489.0909,491.22806,406.66666,426.2963,508.33334,491.0392,483.33334,480,461.90475,450.0392157,401.38333,417.4074,437.4074,461.66666,467.55554,455.83334,431.8756,455.83334,417.33334,445.61,448.14816,468.8908333,423.7037037,440,462.2222222,505.1851852,501.3333333,482.2222222
KEBBI,Plantain(ripe),,,,,,,,,,,,,245.21,234.16,236.28,244.3,246.69,270.54,277.78,272.22,260.1,270.94,254.5,333.33334,410.2564,491.66666,310.92657,360,370.83334,383.33334,392.22223,404.11765,450,383.3333333,383.33334,211.53847,263.53845,243.1579,229.5238,236.36363,200,236.36363,216.36363,232.57,208.69565,172.725,155.4545455,165.411667,157.1428571,201.8357927,238.6153846,232.57
KEBBI,Plantain(unripe),,,,,,,,,,,,,239.16,266.66,277.78,260.47,299.34,306.67,275,300,255.16,307.13,316.665,481.81818,331.40097,315.15152,352.38095,366.66666,393.04028,416.66666,416.66666,427.42856,446.66666,316.6666667,325.66666,228.57143,255.71428,252.72728,238.5,230.76923,203.852,230.76923,200.76923,234.61,198.61539,180.2,200,227.1428571,200.15,254.6153846,200,234.61
KEBBI,Rice Medium Grained / 1Kg,191.7807,205.67667,190.05167,200,192.62,195.86626,207.58083,200,225.2206674,200,203.4725,203.131,209.865,208.02625,238.78554,251.60033,275.52722,276.51056,266.7551,262.49182,269.94376,242.69246,205.44833,209.06554,207.76479,213.38165,240.5847,220.98933,230.87146,247.08252,277.46628,270.83737,280.42477,248.4848485,290.23834,289.3331,269.83176,291.834,311.75128,344.25192,354.25272,344.25192,336.8021,337.87,354.27167,283.32625,247.0885324,247.3039216,235.2453766,266.0288547,266.0288547,267.1727782
KEBBI,Rice agric sold loose / 1Kg,152.64798,166.01833,163.00389,177.3125,193.48589,204.1958,225.94589,271.549,248.0346958,261.38104,230.81416,256.503,276.423,267.4045,253.63191,243.3187,246.33163,255.04103,254.3672,237.71857,235.90527,230.71953,222.53857,236.41461,215.78531,214.70525,242.36482,223.1403,225.64616,239.4296,235.15407,247.29453,237.1123,219.42959,219.04565,227.81006,217.81006,223.22969,226.01535,224.31372,241.5475,224.31372,264.31372,250.46,257.27084,317.7892857,322.5604441,307.7863726,309.9926433,296.3003373,271.4142552,305.2960624
