States,ItemLabels,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20
ABIA,Agric eggs medium size / 1 Dozen,333.8095,333.57144,343.9568,350.87878,355.58823,361.8254,361.94446,367.4089,373.2589286,434.37872,422.76785,439.41965,459.97723,485.8095,519.56525,520.6087,559.65515,563.9286,520.9375,501.48148,495.91666,510.3846,502.17102,507.87878,425,627.2414,651.3333,693.1713,650,653,556.5128,505.92307,491.4737,490.5555556,500.2069,495.78946,482.5,489.5238,496.92307,490.94736,501.47076,525.7143,510,480.75,490,501.4814815,495,485.22,480.6086957,475.3809524,504.5,536.4666667
ABIA,Agric eggs(medium size price of one) / 1 Piece,29.464285,29.821428,30,31.5,31.71875,33.333332,32.59722,32.65873,33.39285714,40.12,40.15625,40.22,45.107143,44.513577,46.4,48.148148,47.741936,48.4375,48.125,48.333332,46.95652,47.77778,47.5,47.63889,40,47.272728,48.166668,48.51852,48.39394,48.436363,48.25889,48.103447,46.5,45,48.857143,49.04762,46.35621,48.46154,49.333332,46.090908,47.560497,40,36.366665,42.35,48.387096,40,40,41.6283514,42,40.61532765,43,45.7
ABIA,"Beans brown,sold loose / 1Kg",281.1508,288.8889,289.31625,313.77536,303.92868,352.349,368.75,361.1111,377.9761905,409.37418,454.55167,465.4762,471.22,436.72,415.625,394.14465,474.19354,465.89862,458.33334,489.0625,486.9565,471.34616,470.5,471.42856,462.5496,493.33334,519.6429,514.3991,499.07834,492.04544,490.21738,500.3358,500,495.0967027,475.33426,487.5,489.58334,497.61905,475,480.51947,509.882,480.93582,433.59375,369.69,381.4626,333.4182143,340,340.18,307.2083333,314.1304348,282.2916667,321.2
ABIA,Beans:white black eye. sold loose / 1Kg,264.88095,265.5754,273.77136,297.7351,288.1041,332.2227,330.6714,350.19843,378.2738095,428.2615,415.07938,417.0168,420.76428,375.09048,400.24155,391.87244,470.3125,466.74878,463.7931,484.375,468.57144,457.14285,445.48276,435.13513,462.1237,484.375,495.8128,498.41666,488.50446,473.75775,450.0465,485.42328,483.33334,487.205897,457.4345,480.15872,482.77026,486,462.14285,464.4221,472.46033,453.4375,420.7143,389.68,385.97882,406.4561538,411.82,387.25,301.9230769,295.8695652,269.7916667,303.3333333
ABIA,Beef Bone in / 1Kg,796.56067,798.40546,757.39056,819.12256,832.1124,828.4865,835.15405,948.6531,818.3366518,878.54987,980.14014,1000.22,1107.6708,955.09485,981.25775,969.96783,996.49274,990.9551,950.2304,1050.8075,996.2191,1046.7548,955.8,973.13324,986.1753,986.70496,930.7641,904.18677,920.68677,1060.853,986.3611,1053.4314,1028.4468,980,980.49,990.601,987.6752,898.166,903.4549,976.53754,988.6425,992.45056,1016.44037,987.91,995.69086,1010.545789,1045.45,1081.7,1008.273916,1028.789508,1089.855072,1104.526316
ABIA,"Beef,boneless / 1Kg",1029.0802,1158.4916,1119.5054,1117.4874,1226.2288,1190.488,1237.8309,1239.6063,1265.829718,1309.8137,1330.3806,1319.0162,1378.3959,1304.7173,1129.1608,1362.4696,1499.9137,1353.1232,1356.795,1407.5597,1481.5118,1477.1957,1368.4327,1331.1058,1456.9915,1389.9297,1425.1399,1413.3721,1404.5691,1398.0333,1347.9569,1400.3582,1402.1295,1409.140214,1395,1460.281,1421.6073,1433.8789,1404.9365,1397.2577,1404.3021,1385.3378,1350.8639,1352.75,1373.6594,1422.666667,1432.1,1488.82,1483.084288,1485.300654,1419.19235,1473.900986
ABIA,Bread sliced 500g / 1 loaf,261.45834,250.55556,278.125,268.40277,274.375,281.25,303.33334,312.85715,298.0555556,309.70517,298.75,313.125,334.25784,340.27777,340,340.76923,371.05264,353.8889,368.75,340,338.57144,364.70587,367.64706,354.21054,365,395.29413,356.66666,370.625,376.92307,358.33334,365.3846,358.82352,306.66666,315.8823529,345.45456,350,372,392.85715,395.21466,393.33334,406.66666,407.5,375.29413,380,383.33334,422.7272727,377.78,390,376.4705882,382.1428571,370,380.31426
ABIA,Bread unsliced 500g / 1 loaf,241.38889,272.91666,247.08333,231.38889,235.625,244.375,245,241.66667,251.1111111,279.80942,284.375,285.26984,291.79166,289.16666,286.36365,304.16666,275,275.88235,281.25,345.625,343.84616,347.22223,345,329.54544,347.05884,359.44446,320.55554,334.70587,300,297.5,288.46155,269.44446,266.66666,258.8235294,255.55556,261.53845,282.69232,305,307.48254,326.66666,335,322.5,331.25,332.12,332,350,352.94,360.63,329.4117647,332.3529412,326.6666667,338.8888889
ABIA,Broken Rice (Ofada) / 1Kg,350.34,350.7604,351.18134,380,360,360.432,360.86453,361.29755,361.7311129,469.94464,470.50858,471.07318,472,450,462.645,465,520,486.99,503.495,490.84,490.87927,495.78,495.98,495.325,500.2134,500.61356,500.964,485.63635,486.07343,464.54544,464.87064,415.63635,403.63635,405.6545455,417.5,419.25342,424.44446,424.784,430.27438,427.27274,426.69388,415.0326,402.64,405.05585,410,420.2,500.746289,503.7507667,500.8181818,501.0685909,515,519.635
ABIA,Catfish (obokun) fresh,,,,,,,,,,,,,1058.91,1034.755,1100,1100,1124.6886,1135,1170.84,1154.55,1000.32,1193.3384,1152.5,1145,1200,1300,1301.17,1200,1201.08,1235.1433,1250,1300,1300.78,1312.48702,1315.4058,1320.1423,1290.9565,1298.7023,1265.1324,1210,1210.726,1175.34,1203.5,1204.3424,1200,1270,1375,1376.2375,1338.943076,1339.880336,1370.5,1400
ABIA,Catfish :dried,,,,,,,,,,,,,2233.6738,2333.0344,2385.68,2399.9888,2390.7678,2204.215,2138.89,2178.425,2154.4624,2297.2935,2270.7007,2112.471,2315.347,2582.015,2406.0469,2534.9863,2675.68,2400.658,2489.8281,2688.692,2378.185,2379.136406,2380.8018,2208.1868,2303.463,2237.8936,2173.6519,2205.85,2230.2146,2186.7515,2137.3296,2110.37,2176.691,2097.80875,2186.39,2205.66,2179.863946,2215.601307,2250.952516,2272.391775
ABIA,Catfish Smoked,,,,,,,,,,,,,2067.47,1747.22,1854.355,1722.4808,1963.5709,1787.365,1783.835,1709.82,1691.012,1678,1646.0725,1619.1086,1680.6055,1705.0519,1554.5996,1612.2507,1559.3531,1711.9868,1681.9741,1737.5,1699.6003,1700.28024,1721.8105,1725.71,1681.9457,1659.0995,1593.8813,1582.3232,1609.3124,1654.9495,1593.9814,1554.09,1544.228,1610.405,1706.67,1700.84,1650,1654.882155,1712.933911,1773.09604
ABIA,Chicken Feet / 1Kg,652.052,720.8325,724.5367,766.801,783.3333,734.3258,750.0883,687.4575,690.40125,723.48364,758.3333,760.11,774.76,731.25,735.7143,777.7778,779.0476,780,855.55554,875.55664,865.5644,798.8461,796.8,758.9852,765.3333,722.2222,685.7143,695.1254,681.25,688.46155,696.7311,705.2654,762.5,695,662.5,684.5238,690.902,705.55554,716.6667,715.7143,707.2096,692.1984,650,645.2519,600,650.73596,675,680.0214673,680.5531276,710.4285714,700,750
ABIA,Chicken Wings / 1Kg,710.4985,841.6667,825,830,862.5,865,882.355,884.69,898.75,941.6245,981.25,1037.5,1060.095,900,920,904.7059,916.6667,925,950,963.3333,953.3333,952.6659,950.25,956.6667,961.45,1033.3334,976.6667,986,958.3333,1080,1055.5555,1142.8572,1150,1083.333333,1083.875,1170,1175,1183.3334,1140,1100.5287,1133.3334,1095,1070,1050.4414,1000,1070.631425,1100,1104,1125,1172,1205,1300
ABIA,Dried Fish Sardine,,,,,,,,,,,,,1759.8,1840.484,1524.31,1543.9072,1596.7773,1601.27,1584.97,1538.945,1562.1366,1527.7103,1538.21,1434.8616,1542.8534,1533.6921,1483.6653,1488.5405,1527.745,1660.5055,1634.8799,1530.9725,1480.9524,1481.692857,1485.8782,1415.6077,1405.7847,1470.9183,1433.5664,1405.3375,1393.1733,1374.2858,1343.9395,1353.53,1337.3738,1286.666667,1345.24,1370,1407.777778,1425.545455,1414.037433,1490.212962
ABIA,Evaporated tinned milk carnation 170g / 1 unit,125.45,125.60054,125.75126,125.90216,126.053246,126.204506,126.35596,126.50758,126.6593903,132.0851,150,150,158.16,140,145,150,156.76,160,170,165.55,165.56325,164.75,163.75,174,174.5342,174.67383,170,170,170.153,175.2435,177.12543,172.5,173.71,174.57855,170,170.5,171.01,172.03606,170.86342,170.25386,170.35602,171.02,163.33333,164.31334,160.53,190,190.133,190.273798,180.826581,180.9512437,150,150.09
ABIA,"Evaporated tinned milk(peak), 170g / 1 unit",133.49207,134.06512,138.48291,135.67857,135.88235,136.72223,136.90973,137.43056,144.1666667,161.03395,150.43651,160.31746,177.02715,175,175.8,192.8,200.625,193.63637,198.66667,193.2258,198.69565,194.61539,196.78572,196.47058,198.3871,197,193.87097,187.91667,195.16129,199.5238,198.14285,193.67741,193.5,191.5,196.76471,189.04762,191,193.07692,191.53847,190.72728,195.51724,191.76471,190.34483,200.66,194.66667,196,198.57,198.63,189.047619,190.362518,196.25,200
ABIA,Frozen chicken / 1 unit,1144.9404,1128.5714,1204.5454,1238.986,1255.6061,1281.8682,1309.375,1332.4675,1329.642857,1331.0443,1325,1455.5944,1459.485,1509.7222,1488.2354,1504.762,1541.6666,1523.0769,1478.5714,1493.1818,1493.3013,1481.25,1569.4445,1635.2941,1605.2632,1571.4286,1578.9474,1608.8235,1572.7273,1582.4286,1585.9375,1595.8334,1623.0769,1586.153846,1605.8334,1617.6471,1673.6111,1625,1615,1600.5238,1585.7142,1608.1818,1653.0435,1631.25,1725.625,1685.714286,1622.22,1670.77,1700,1710.714286,1737.5,1812.307692
ABIA,"Gari white,sold loose / 1Kg",114.543175,118.48958,126.82504,138.10397,181.19067,200.24791,187.52658,196.42583,193.9764683,221.00906,222.44801,224.32,270.9319,267.45987,286.9565,334.61844,339.65274,407.38095,394.14746,394.179,394.21054,327.23215,326.82242,320.38528,262.0142,190.67589,191.66667,188.04762,191.46631,173.53741,153.69473,143.11214,157.21089,143.3366531,143.43698,147.30159,153.6243,163.33333,121.28571,120.33117,122.985,117.68908,118.20277,119.62,122.89683,182.8583333,184.81,155.83,167.6948052,176.3354037,176.4285714,207.3469388
ABIA,"Gari yellow,sold loose / 1Kg",120.21171,124.341705,137.87024,160.46384,198.17722,213.06442,189.32529,192.58806, ,234.11552,230.2264,238.54,310.09073,284.40656,308.30756,350.14603,353.0357,425.6473,428.15668,428.19095,428.2252,354.49734,328.0357,321.91177,302.32718,303.4762,280.4018,256.17346,220.63492,202.8118,188.38625,164.83102,178.7415,159.8844898,159.99641,166.96428,152.0238,163.02197,124.72527,125.190475,130.31033,128.45238,119.81567,123.17,126.54762,134.1306667,136.75,140.42,140.56432,151.9017172,190.6845238,245.8673469
ABIA,"Groundnut oil: 1 bottle, specify bottle",,,,,,,,,,,,,555.87,506.66,526.67,557.78,593.33,606.67,500.67,500,540.84,607.58,612.5,616.6667,636.6667,600,560,560.392,560.89636,565.3425,608.8889,653.3333,655.3145,655.7732201,656.3634,666.6667,668.36755,666.6667,670.25397,653.3333,653.72534,625.1302,606.6667,613.33,666.6667,674.0744444,633.33,653.33,635.2514378,650.473174,673.3333333,701.1111111
ABIA,Iced Sardine,,,,,,,,,,,,,886.66,935.0204,839.435,863.1543,880.6224,1047.77,1000.595,954.215,966.54297,889.81177,882.62,862.96295,867.8198,929.2267,904.1887,896.6575,870.4545,898.74927,896.4685,912.7826,941.4547,941.925442,950.67896,903.15204,902.4624,889.3141,871.6667,865,818.4533,819.6429,803.16,850.64,866.6667,796.6675,957.42,965.07936,1023.650794,998.6483125,971.4285714,1059.848485
ABIA,Irish potato,,,,,,,,,,,,,249.69,293.965,299.075,302.71667,302.65033,305.615,292.05,307.05,299.4643,291.66666,285.7143,280,286.8421,273.38235,309.1947,325.0293,364.2857,325.55554,302.27274,350,307.14285,360,318.18182,322.0635,301.02557,334.3728,300,320,307.36865,300,257.14285,294.79,239.28572,277.1428571,304.69,354.17,317.5438596,327.8095238,333.7662338,369.6428571
ABIA,Mackerel : frozen,,,,,,,,,,,,,1017.425,1055.7346,929.77,938.89215,989.46277,1028.19,1061.995,1055.5,1043.8895,1056.7859,1020.85266,1022.6561,1039.9633,933.44995,914.74677,929.3439,896.4958,919.6392,891.53235,921.99774,970.31537,900,905.81,885.0591,851.1483,896.15063,905.27124,950.1074,919.3311,883.769,864.5319,838.9,818.6734,889.91,897.39,922.3,980.2239601,1026.672009,995.392657,1054.258552
ABIA,Maize grain white sold loose,,,,,,,,,,,,,201.39,200,190.23,200.38,200,205.02,216.99,225.31,180.99,205.32,205.33414,202.24953,242.24503,240.50179,251.0832,240.74074,239.48576,247.9798,237.01518,234.44833,238.81313,238.9803005,239.19539,239.06566,247.91667,234.77367,245.7265,251.0582,239.04466,189.54248,140.01782,165.37,166.235,205.4356667,237.94,223.1,240,243.1927975,256.3999021,279.4814815
ABIA,Maize grain yellow sold loose,,,,,,,,,,,,,201.07,217.3,224.88,238.1,229.94,230.63,247.82,261.52,189.01,210.97,226.93,223.46405,240.56078,261.1111,249.41158,244.76495,248.74551,252.94157,255.78627,240.44612,245.38809,245.5353243,250.7563,241.38889,253.11136,244.79167,242.65874,258.95062,244.63115,168.51852,137.84723,192.76,165.52322,201.8642857,247.22,233.71,241.489899,253.6111111,250.4576603,283.7654321
ABIA,Mudfish (aro) fresh / 1Kg,780.23,781.16626,782.1037,783.0422,783.9819,784.9226,785.86456,786.80756,787.7517425,874.9816,876.03156,877.0828,904.04,1015.22,1059.63,1060,1100.25,1098.25,1099.25,1100.79,1100.878,1000,1000,1001.96,1100.2144,1101.2045,1102.0854,1102.9672,1103.9598,1176.3422,1177.1656,1180.52,1200.143,1201.103114,1210.9438,1225.06,1203.5326,1211.9573,1225.7255,1220.6984,1221.4308,1185.01,1150.014,1156.9141,1203.56,1210.78136,1211.628907,1218.89868,1224.841376,1225.698765,1230.6,1236.753
ABIA,Mudfish : dried / 1Kg,2154.365,1925.7317,1995.0342,2198.775,2111.8174,2003.4283,2156.1897,2060.0735,2257.005,2210.424,2267.792,2523.0244,2642.632,2907.8289,2984.7444,2992.769,3035.6643,2892.925,2895.238,2515.2378,2625.3254,2830.5916,2725.3816,2509.8572,2365.4102,2379.6826,2240.5264,2216.1616,2228.3447,2232.564,2275.1323,2244.4443,2358.135,2359.549802,2361.2014,2448.0063,2590.1335,2451.1243,2508.4614,2435.0427,2466.6675,2415.5378,2385.2856,2422.52,2438.0952,2386.97,2319.29,2297.58,2305.975724,2286.942438,2312.914103,2403.174603
ABIA,Onion bulb / 1Kg,207.8841,203.16893,174.75858,181.15396,184.74559,203.50587,219.9475,231.37787,247.8063492,220.55109,233.99275,250.12,253.45917,208.27167,267.40265,226.33397,226.12932,228.54791,221.44124,338.91467,342.22223,324.59906,330.07266,298.6597,304.96912,341.3168,297.40088,261.44156,238.93808,232.82361,220.22377,223.6873,249.89241,200.0423432,200.18237,231.09557,226.9714,248.48325,251.94261,298.19104,272.76862,221.78027,211.14812,224.8,288.88004,335.0895238,352.9,402.2,364.5909646,351.5070028,299.717954,319.7703087
ABIA,"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,350.98,372.42,347.14,390.75,405.83,423.95,436.77,444.68,430.56,424.58,442.97214,435.18518,448.0645,470.1075,449.8925,420.23077,427.47476,428.57144,451.30435,457.2043,460.2543,460.6225034,461.03708,479.36508,464.39716,459.25925,434.2857,438.09525,405.33234,360.74075,375.1613,405.26,426.22223,434.8390323,413.89,423.33,425,415.6521739,397.2222222,435.7142857
ABIA,Plantain(ripe),,,,,,,,,,,,,249.78,242.5,275.18,250.73,226.64,230.06,256.77,249.27,251.15,230.4,245.146,245.95805,259.6593,173.38506,203.83595,196.48245,197.2801,202.20976,180.40913,226.9728,204.22545,220,205,191.42104,196.58711,187.63792,193.39668,201.75856,206.04308,201.98405,211.69386,222.61,187.61644,187.9415,190.87,198.11,199.837876,230.2898218,182.3969046,250.492141
ABIA,Plantain(unripe),,,,,,,,,,,,,203.38,193.79,221.19,205.83,200,208.99,225.81,197.88,199.4,209.3,215.26894,213.16231,216.22516,200.05347,186.03384,198.63228,183.69528,198.29846,157.56293,188.08556,160.9608,165.438,162.1543,174.03357,180.39882,175.2313,178.85976,179.3378,183.04785,212.04433,196.03558,202.48,189.1367,189.0695455,187.27,189.28,184.1912101,200.4927055,224.3825589,234.7883853
ABIA,Rice Medium Grained / 1Kg,191.34714,189.37807,243.75981,254.41512,285.13916,331.10028,301.79715,338.48938,400.5225,353.84613,414.2855,425.12,443.03,423.17606,390.30304,378.18182,389.22076,383.7594,439.66522,379.35318,375.50504,352.13904,351.7237,348.78787,352.29437,380.16528,384,379.63635,354.54544,361.4973,351.51514,367.87878,345.45456,345.6963636,346.00748,366.0606,359.95245,357.57574,363.63635,358.27274,360.22812,353.125,338.75598,339.39,343.34927,385.4546667,400.7,422.94,417.1717172,401.8181818,393.9393939,408.1818182
ABIA,Rice agric sold loose / 1Kg,253.47675,243.099,250.42555,276.49622,323.79013,342.7184,326.2057,361.81912,427.862,424.1826,427.407,430.44,440.70358,393.0077,386.20914,379.38312,383.20575,376.88464,409.0909,390.92557,366.66666,337.7922,337.18668,337.63956,423.18817,381.81818,400.45456,387.63635,372.14142,357.9406,373.01517,370.66666,370.9091,371.1316364,372.16565,381.81818,372.12122,366.43356,370.98254,362.6853,381.8195,354.26575,353.719,336.84,354.2246,299.1087097,429.15,437.37,400.3232323,390.1329825,350.9360269,370.2786486
ABIA,Rice local sold loose / 1Kg,157.19919,175.11781,215.27144,200.47833,226.79817,271.29657,265.86542,284.34293,352.2460714,304.91412,330.90652,359.3085,363.70374,382.84634,366.18182,302.8749,321.6683,324.1436,344.9902,313.78186,324.0634,315.78186,304.54678,302.32596,322.78592,307.91788,335.24243,358.0687,343.64554,346.7821,306.9571,322.3367,317.35538,317.5457851,317.83157,291.0951,301.33994,300.76767,307.59515,323.38788,314.8593,316.61615,314.93848,307.43,303.05353,358.7906667,497.73,498.64,468.3277217,457.6136364,432.9278075,443.6363636
ABIA,"Rice,imported high quality sold loose / 1Kg",220.81566,222.486,293.96368,295.01416,344.01834,374.23358,347.95166,371.94446,448.8062302,406.0752,455.9412,456.58,460.38,447.74173,427.63635,421.23456,435.85562,421.2552,436.18472,409.9725,413.23703,403.19864,400.19864,400.48648,416.9208,442.22873,419.34344,424.76486,403.12537,402.77158,398.17917,413.13782,403.47107,403.7535041,404.11688,410.74234,400.62506,391.81818,406.66666,402.08316,400.33066,346.21213,376.74963,386.3,388.49182,400.2964516,547.57,549.77,525.6868687,513.5016835,484.0596441,516.991342
ABIA,Sweet potato,,,,,,,,,,,,,116.168335,116.00767,112.68,115.502144,114.79503,118.86,120.805,118.765,115.082146,115.89545,110.28267,115.276184,124.24982,139.11008,137.48843,139.05457,126.24909,136.067,127.456154,111.739075,126.53753,130,100,145.76527,127.89298,129.26883,148.77403,136.29713,136.14038,136.8926,129.76483,144.51,164.99707,136.0247368,119.71,134.37,153.030623,120.5671816,127.0879034,155.4536281
ABIA,Tilapia fish (epiya) fresh,,,,,,,,,,,,,894.65,895.6341,1052.63,1052.63,935.2683,936.2971,937.327,952.45,945.55,938,939,940,976.84485,942.1053,942.85895,943.6132,944.46246,933.3333,933.8933,950,1000,1009,1009.7063,1015.32,1000.5318,1001.03204,966.64136,955.73486,956.3083,931.3548,914.2857,914.9257,858.21,863.35926,895.26358,896.0693172,885.253841,920,900,906.3
ABIA,Titus:frozen,,,,,,,,,,,,,844.4375,850.7521,939.99,930.25977,920.11676,912.555,924.43,927.785,897.6545,840.7899,891.5467,882.0665,889.78284,856.8185,995.9768,983.6682,972.6038,930.6673,930.7159,943.4808,947.75134,910,915.637,955.1997,973.6469,1032.1973,1028.5924,983.76324,940.9407,922.3267,927.97504,978.97,989.629,949.0452381,942.59,954.53,932.1708781,955.4333234,975.3657332,1014.389234
ABIA,Tomato / 1Kg,244.5333,197.86523,180.91226,262.5486,816.7249,658.988,683.8042,304.01068,260.2740625,285.46307,307.34973,311.35,309.65643,306.30875,333.33334,341.97144,421.3263,499.76178,530.60736,460.53937,308.6473,290.48334,285.68552,307.63828,287.46634,276.78003,265.0847,285.80145,347.09082,320.42517,359.26755,347.26935,312.97208,354.1911574,405.55402,338.61768,321.02658,313.63596,285.79178,303.01974,305.8685,253.1873,196.10477,215.07,260.38022,304.8294444,349.16,350.65,322.1347649,300.6748418,328.3681284,355.1409954
ABIA,"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,388.39,370.77,396.66,403.99,413.71,428.57,450.25,465.39,452.22,429.21,430.16626,439.08047,430.70114,494.5679,497.33334,592.5926,580,596.6667,604.44446,595.4762,605.6863,606.0496863,610.59515,603.3333,628.7879,601.4286,615.64105,606.6667,613.13104,581.4815,565.9259,574.71,569.0476,579.4204348,568.12,588.24,549.2063492,547.826087,538.1818182,600
ABIA,Wheat flour: prepacked (golden penny 2kg),,,,,,,,,,,,,645.92,648.33,650,627.77,631.94,628.12,651.43,633.33,640.8,629.06,650,654.2857,675.0909,650,701.53845,711.1111,716.6667,721.4286,716.6667,729.1667,735,725,731.25,728.5714,736.6667,744.44446,750.1429,740.5829,735.3857,739.18945,720,730,744.44446,750,770,768,728.7532468,721.1111111,745,760
ABIA,Yam tuber / 1Kg,100.13873,129.6044,128.66048,125.35222,184.89989,208.52786,187.87428,203.14246,171.4538492,170.96042,172.70813,178.22,183.68375,172.48941,179.10094,196.72694,254.44556,247.69838,277.67706,271.96124,223.16605,192.71587,191.27345,184.1025,186.84483,171.86931,184.50507,193.59305,207.40097,213.77664,201.98325,217.19423,186.89444,198.0252622,158.15169,196.30324,177.74544,186.98991,148.54253,185.30354,199.26134,149.06519,167.2293,203.04,212.66998,171.0626923,200.95,182.12,195.8660579,181.3217321,167.2418681,217.1162763
ABUJA,Agric eggs medium size / 1 Dozen,341.66666,380,376.66666,360,390,414,425,396.66666,437.5,530.45044,465,480,495.625,480,496.66666,492.33334,483.33334,468,430,446.66666,432.22223,457.5,370,408.57144,433,490,515,520.3333,481.1111,525.33,460,446,442,448,425,498,464,484,460,492.22223,485.55554,472.5,480,454,456,455.5555556,456.1,459.73,456,457.5,446,446
ABUJA,Agric eggs(medium size price of one) / 1 Piece,30,31.25,30.833334,30,32,33.75,35,34.166668,40,39.325436,38.75,40,43.4975,41.25,42,41.11111,41.98111,40,38,38.88889,36.666668,39.5,32.5,36.666668,38.5,38.5,40,41.11111,38.666668,40.764397,40.012,39,39,39,38.7,42,40,41,40,42,42.444443,38.75,39.5,39,39,39.44444444,38,38.35,39,39.125,38.18181818,38.18181818
ABUJA,"Beans brown,sold loose / 1Kg",292.5,222.9625,221.40834,226.155,258.58176,302.22168,282.3725,258.66666,334.38375,382.44977,359.39835,280.50916,363.36166,367.97665,352.40573,343.7427,348.57144,346.44437,358.8528,375.54443,380.18314,361.33243,313.55,302.10767,367.46085,409.22192,442.2564,410.4094,410.18314,415.8223,430.68967,405.16257,396.9725,391.3001358,361.73993,430.68967,394.6954,361.07278,345.65808,357.6083,344.53143,301.58267,285.4844,253.63,224.46213,265.48375,274.74,272.01,241.7490085,239.8488529,249.3530751,249.3530751
ABUJA,Beans:white black eye. sold loose / 1Kg,221.66667,279.1225,261.66666,292.425,207.30675,253.96834,250.95541,221.79666,352.8375,309.5828,273.01666,285.22,300.665,280.2675,298.1278,308.73016,314.2857,319.67557,319.26276,339.49777,335.65933,312.7306,302.7306,291.58954,350,356.61172,415.89743,408.73016,395.65933,399.0509,376.6788,354.93558,337.1018,335.3571429,315.79623,376.6788,345.09158,315.9524,305.40128,324.10257,324.81445,329.48718,285.7143,250.23,288.0865,304.5177778,308.94,305.42,236.7688378,216.4629049,225.6037385,225.6037385
ABUJA,Beef Bone in / 1Kg,800,837.5,800,756.0833,1051.6362,991.6667,855.74835,941.9575,1205.3575,1117.3389,1000,1040,979.201,992.105,1013.8889,1044.4445,1225,1203.1426,1240.4877,1064.0522,1062.5,1075,1100,1100,1085.7142,1014.2857,1150,1100,1050,1105,1054.8077,1075,1080,1092.857143,1055.1417,1287.5,1150,1150,1090.8334,1023.8095,1150,1104.9941,1098.0476,1053.33,1058.3334,1116.666667,1090.48,1106.67,1019.78022,1057.407407,1083.133903,1083.133903
ABUJA,"Beef,boneless / 1Kg",1025,1025,983.3333,1150,1133.3334,1225,1100,1225,1250,1386.253,1300,1308.3334,1304.57,1500,1462.5,1425,1410,1425,1350,1411.1111,1450,1460,1450,1304.762,1440,1427.2727,1410,1450,1450,1418.1818,1420,1400,1460,1420,1420,1405,1395,1404,1470,1412.5,1411.1111,1352.5,1298.1626,1262,1240,1308.888889,1414.55,1422.22,1440,1425,1425,1425
ABUJA,Bread sliced 500g / 1 loaf,262.5,250,283.33334,270.83334,287.5,287.5,300,262.5,297.5,328.49316,343.75,344.02,341.1,307.5,308.33334,340,350,370.14285,340,325,325,331.25,300,303.33334,360,325,350,350,325,350,316.66666,325,333.33334,310,308.33334,316.66666,325,325,325.8535,333.33334,350,341.66666,341.66666,341.66,333.33334,300,320,340,320.8573352,341.6666667,307.1428571,307.1428571
ABUJA,Bread unsliced 500g / 1 loaf,241.66667,270,200,225,261.66666,287.5,300,262.5,306.25,300.345,316.66666,316.66666,313.09332,301.25,312.5,325,333.75082,346.66666,326.66666,325,350,350,325,320,350,325,333.33334,340,350,330,316.66666,316.66666,325,308.3333333,300,316.66666,325,300,316.66666,316.66666,341.66666,325,321.42856,325,333.33334,312.5,315,325,308.5714286,325,325,325
ABUJA,Broken Rice (Ofada) / 1Kg,369.77,370.5465,371.32468,372.10446,372.88586,373.6689,374.45364,375.24,376.0279875,388.07962,388.8946,389.71127,371.23,376.56,390,393.33334,420.00958,430,425.0048,433.23,433.26465,430.55,450.55,450,454.1544,454.47232,421.25,421.587,424.11652,455.86206,440.32257,438.5648,440.67484,400,440.86023,420.32257,420.57477,448.83203,439.2903,426.2903,433.74686,430.09,415.03,415.27902,405.36,450,483.5,490.5,437.5,426.3157895,395.3575269,395.3575269
ABUJA,Catfish (obokun) fresh,,,,,,,,,,,,,799.825,795.1225,1017.86,1008.3333,1106.0999,1087.3,1032.615,958.695,849.2493,867.23,875,865,886.1111,989.0765,1050,950.3333,1105,1187.2009,1078.3972,1131.7073,1128.0488,1262.258725,1172.683,1350,1321.6376,1316.6666,1320.9105,1350,1368.292,1330,1282.683,1245.68,1290.2439,1254.435,1254.47,1262.1,1266.666667,1243.344948,1200,1200
ABUJA,Catfish :dried,,,,,,,,,,,,,2155.582,2000,2009.285,2018.57,2062.272,2105.9736,2029.81,1953.6462,1932.1561,2184.524,2250,2100,2309.524,2144.697,1982.2943,1892.4603,1950.2025,1969.597,2098.718,2169.2307,2192.3076,1996.846672,1905.1881,2198.718,2135.3845,2303.4966,2233.1118,2126.6667,2179.665,2109.1208,2105.3845,2095.04,2138.1118,2169.345714,2132.82,2163.46,2246.794872,2273.232804,2333.192641,2333.192641
ABUJA,Catfish Smoked,,,,,,,,,,,,,1916.4933,1902.0342,1839.8,1774.4059,1785,1726.19,1717.9,1700.275,1681.572,1675.55,1665.55,1655.85,1708.2733,1709.8108,1711.0077,1712.5476,1722.8229,1735.2355,1736.2766,1726,1833.3334,1800,1812.4866,1820.3011,1821.7574,1823.2148,1825.8645,1827.3252,1824.5405,1789.21,1766.25,1767.3097,1802.34,1847.62,1855.364189,1863.271495,1885.25147,1840,1840,1840
